pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,pracBkgdKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,deduct,hippie,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/hearth_TT_3X.mp4,herbal,hearth,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,14,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, hearth,"['h', 'e', 'a', 'r', 't', 'h', 'return']","[0.6646117998752743, 0.8005766998976469, 1.0084855000022799, 1.2889055998530239, 1.4647911998908967, 1.5525768999941647, 2.0245858998969197]",,,9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,jargon,frugal,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/oppose_TT_3X.mp4,ghetto,oppose,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,2,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, oppose,"['o', 'p', 'p', 'o', 's', 'e', 'return']","[0.7302627998869866, 0.9701194998342544, 1.1380439999047667, 1.2422448999714106, 1.3862631998490542, 1.649951099883765, 1.770600999938324]",,,9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,None,None,None,None,None,None,None,None,None,None,impose,belfry,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/girdle_touch_edited.mp4,linear,girdle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,23,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, girdle,"['g', 'i', 'r', 'd', 'l', 'e', 'return']","[0.7166889000218362, 0.8524221000261605, 0.9725807001814246, 1.2048883000388741, 1.3326095000375062, 1.4205159000121057, 1.75714570004493]",,,9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,None,None,None,None,None,None,None,None,None,None,sherry,jackal,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/hamlet_TT_3X.mp4,shroud,hamlet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,9,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, hamlet,"['h', 'a', 'm', 'l', 'e', 't', 'return']","[0.5840863999910653, 0.7202560999430716, 0.9122809998225421, 0.944156999932602, 1.0561098998878151, 1.240019500022754, 1.3843847999814898]",,,9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,None,None,None,None,None,None,None,None,None,None,mirage,malady,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/shrewd_TT_3X.mp4,revoke,shrewd,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,6,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, shrewd,"['s', 'h', 'r', 'w', 'e', 'd', 'backspace', 'backspace', 'backspace', 'e', 'w', 'd', 'return']","[0.6572267999872565, 1.4729703001212329, 1.7611233000643551, 2.0332263000309467, 2.185753900092095, 2.41714769997634, 2.9370862001087517, 3.0890941999386996, 3.2172636999748647, 3.5769965001381934, 3.8332046000286937, 4.241130399983376, 4.833078500116244]",,,9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,None,None,None,None,None,None,None,None,None,None,critic,obsess,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/zephyr_TT_3X.mp4,fusion,zephyr,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,10,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, zephyr,"['z', 'e', 'p', 'h', 'y', 'r', 'return']","[1.4014974001329392, 1.6415266001131386, 1.7856221001129597, 2.105724200140685, 2.273592700017616, 2.3696543001569808, 2.929762199986726]",,,9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,None,None,None,None,None,None,None,None,None,None,pursue,debtor,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/output_touch_edited.mp4,uphold,output,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,18,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, output,"['o', 'u', 't', 'p', 'u', 't', 'return']","[0.8856936998199672, 1.0056755000259727, 1.1656741998158395, 1.2935754999052733, 1.4135988999623805, 1.5016453999560326, 2.1736500000115484]",,,9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,None,None,None,None,None,None,None,None,None,None,manure,picket,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/parish_touch_edited.mp4,gullet,parish,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,28,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, parish,"['p', 'a', 'r', 'i', 'h', 's', 'backspace', 'backspace', 's', 'h', 'return']","[1.4063808000646532, 1.5181352000217885, 1.750213999999687, 2.518136499915272, 2.662600399926305, 2.694318500114605, 3.3260914999991655, 3.454373100074008, 3.582068799994886, 3.8303507999517024, 4.078274700092152]",,,9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,None,None,None,None,None,None,None,None,None,None,novice,parcel,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/primal_TT_3X.mp4,entail,primal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,4,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, primal,"['p', 'r', 'i', 'm', 'a', 'l', 'return']","[0.6813227999955416, 0.8417297000996768, 0.9613086001481861, 1.1374097000807524, 1.2414751001633704, 1.929545400198549, 2.1292857001535594]",,,9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,None,None,None,None,None,None,None,None,None,None,convoy,plasma,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/jailer_touch_edited.mp4,nettle,jailer,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,16,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, jailer,"['j', 'a', 'i', 'l', 'e', 'r', 'return']","[0.7144200000911951, 0.8257482999470085, 0.9938842998817563, 1.217621099902317, 1.3300395999103785, 1.4341710999142379, 1.585727500030771]",,,9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,None,None,None,None,None,None,None,None,None,None,sonnet,confer,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/innate_TT_3X.mp4,tamper,innate,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,12,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, innate,"['i', 'n', 'n', 'a', 't', 'e', 'return']","[0.6771817000117153, 0.821342300157994, 0.9655739001464099, 1.1090115001425147, 1.2769798000808805, 1.404893800150603, 1.6289973000530154]",,,9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,vanity,matrix,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/hinder_TT_3X.mp4,breach,hinder,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,0,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, hinder,"['h', 'i', 'n', 'd', 'e', 'r', 'return']","[0.7135405000299215, 0.8895124001428485, 0.9774430000688881, 1.129668700043112, 1.345523800002411, 1.4656859000679106, 1.601649000076577]",,,9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,None,None,None,None,None,None,None,None,None,None,binder,forage,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/campus_touch_edited.mp4,allure,campus,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, campus,"['c', 'a', 'm', 'p', 'u', 's', 'return']","[0.6240697000175714, 0.872553399996832, 0.9679173999466002, 1.1278482999186963, 1.3359290000516921, 1.4563615000806749, 1.632608100073412]",,,9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['5'],[3.1320575000718236],9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['5'],[3.9053563000634313],9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[3.395295799942687],9,001,F,2023_Feb_22_1243,student_TT_local,2021.1.4,48.021006343742876,
