pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contBkgdKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI_promptBkgdKeys.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,hearth,sonnet,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/kipper_touch_edited.mp4,herbal,kipper,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,14,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, kipper,"['k', 'i', 'p', 'p', 'e', 'r', 'return']","[0.8372022999683395, 1.037360000074841, 1.2131854000035673, 1.3495848000748083, 1.5414035000139847, 1.629255500040017, 1.8131638000486419]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,septic,quarry,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/jackal_touch_edited.mp4,ordain,jackal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,13,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, jackal,"['j', 'a', 'c', 'k', 'a', 'l', 'return']","[0.8621343999402598, 1.0620348999509588, 1.2783365999348462, 1.422116499976255, 1.5102583999978378, 1.6541467999340966, 1.9662960999412462]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,delude,strife,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/debtor_touch_edited.mp4,galley,debtor,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,7,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, debtor,"['d', 'e', 'b', 't', 'o', 'r', 'return']","[0.8570726000471041, 1.0571425999514759, 1.217333500040695, 1.3371126999845728, 1.473167199990712, 1.657667399966158, 2.073255200055428]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,mangle,satire,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/ritual_TT_3X.mp4,warble,ritual,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,24,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, ritual,"['r', 'i', 't', 'u', 's', 'a', 'semicolon', 'backspace', 'backspace', 'backspace', 'a', 'l', 'return']","[0.7038488999241963, 0.8958169999532402, 1.047918300027959, 1.1918591000139713, 1.319911599974148, 1.344492399948649, 1.4639176999917254, 1.847974899923429, 2.039711399935186, 2.1919085999252275, 2.3838689000112936, 2.5199070000089705, 3.0479331000242382]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,zephyr,sherry,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/forage_touch_edited.mp4,fusion,forage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,10,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, forage,"['f', 'o', 'r', 'a', 'g', 'e', 'return']","[0.5887569999322295, 0.7573493999661878, 0.900635699974373, 1.0766447999048978, 1.2526132999919355, 1.3806821999605745, 1.9087186999386176]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,joiner,revolt,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/cortex_touch_edited.mp4,apathy,cortex,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,5,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, cortex,"['c', 'o', 'r', 't', 'e', 'x', 'return']","[0.8137643999652937, 0.9500358999939635, 1.1584468999644741, 1.3578973999246955, 1.4699621999170631, 1.7261346000013873, 1.9264016000088304]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,metric,plight,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/belfry_touch_edited.mp4,eatery,belfry,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,1,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, belfry,"['b', 'e', 'l', 'f', 'r', 'y', 'return']","[1.0357271999819204, 1.2359189999988303, 1.4198712999932468, 1.5719411000609398, 1.7641169000416994, 2.0281760999932885, 2.5719035000074655]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,jailer,deduct,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/neural_TT_3X.mp4,nettle,neural,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,16,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, neural,"['n', 'e', 'u', 'r', 'a', 'l', 'return']","[0.7098267999244854, 0.877636699937284, 1.0376206999644637, 1.165729400003329, 1.2857466000132263, 1.4056510999798775, 1.861800399958156]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,hinder,vanity,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/ascend_touch_edited.mp4,breach,ascend,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,0,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, ascend,"['a', 's', 'c', 'e', 'n', 'd', 'return']","[0.6693573000375181, 0.8374788000946864, 1.0536009001079947, 1.2057850001147017, 1.357350500067696, 1.4536132001085207, 1.6692591001046821]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,patent,binder,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/frugal_touch_edited.mp4,defame,frugal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,11,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, frugal,"['f', 'r', 'u', 'g', 'a', 'l', 'return']","[1.1649873000569642, 1.3493288999889046, 1.605147200054489, 1.7569864999968559, 1.949428700027056, 2.1333675000350922, 2.66113760008011]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,campus,legion,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/virile_TT_3X.mp4,allure,virile,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,29,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, virile,"['v', 'i', 'r', 'i', 'l', 'e', 'return']","[1.707239499897696, 1.8921975999837741, 2.1470030999043956, 2.299107800005004, 2.5150614999001846, 2.651009199908003, 3.243068899959326]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,output,convoy,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/parcel_TT_3X.mp4,uphold,parcel,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,18,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, parcel,"['p', 'a', 'r', 'c', 'e', 'l', 'return']","[0.5554826000006869, 0.7714503000024706, 0.9715076999273151, 1.1715088000055403, 1.3234231999376789, 1.4756607000017539, 1.6595669999951497]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,cobble,murmur,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/picket_TT_3X.mp4,export,picket,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,19,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, picket,"['p', 'i', 'c', 'k', 'e', 't', 'return']","[0.3566287000430748, 0.6047862000996247, 0.7727674000198022, 0.8767416001064703, 1.044676800025627, 1.1647296000737697, 1.5725779000204057]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[4.954106000019237],25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[9.478430999908596],25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[4.245939099928364],25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
